authorisationnumber	concept_id	concept_name	concept_code	mapping_typ
54.830	19011637	penicillamine 50 MG Oral Tablet	141994	EXACT
54.900	19023865	spironolactone 100 MG Oral Tablet [Aldactone]	200825	EXACT
54083	41273317	Dimethindene 0.001 MG/MG Topical Gel	OMOP2471279	
54279	40087491	tiapride Oral Tablet	452095	
54470	40864885	Valproate 500 MG Oral Tablet	OMOP2062847	EXACT
54521	1750295	povidone-iodine 0.1 MG/MG Topical Gel	312562	EXACT
54634	19079220	pentoxifylline 400 MG Extended Release Oral Tablet	312301	
54635	19079220	pentoxifylline 400 MG Extended Release Oral Tablet	312301	
54723	1309995	amiodarone hydrochloride 50 MG/ML Injectable Solution	833532	
54862	19021852	clobazam 10 MG Oral Tablet	199450	EXACT
54985	19019072	ibuprofen 400 MG Oral Tablet	197805	
55.004	40162328	diclofenac sodium 100 MG Rectal Suppository	857696	
55.005	40162346	diclofenac sodium 50 MG Delayed Release Oral Tablet	855906	EXACT
55.013	40162737	amitriptyline hydrochloride 75 MG Oral Tablet	856853	EXACT
55.015	40162729	amitriptyline hydrochloride 50 MG Oral Tablet	856845	EXACT
55.041	36889861	Betamethasone 0.00064 MG/MG Topical Ointment	OMOP991494	BROAD
55.062	1350514	prazosin 5 MG Oral Tablet	199799	EXACT
55.063	1350513	prazosin 2 MG Oral Tablet	199798	EXACT
55.064	1350512	prazosin 1 MG Oral Tablet	199797	EXACT
55.147	1356108	albuterol Inhalation Solution	2108226	BROAD
55.148	19004087	albuterol 0.5 MG/ML Injectable Solution [Ventolin]	104505	EXACT
55.211	40164947	metformin hydrochloride 850 MG Oral Tablet [Glucophage]	861012	EXACT
55.236	1594709	timolol 5 MG/ML Ophthalmic Solution	1923430	
55.352	19055184	flunarizine 5 MG Oral Tablet	246444	EXACT
55.369	40236419	methylphenidate hydrochloride 10 MG Oral Tablet	1091150	EXACT
55.406	19107625	sulbutiamine 200 MG Oral Tablet	432781	EXACT
55.410	19004939	domperidone 10 MG Oral Tablet [Motilium]	104870	EXACT
55.411	19004937	domperidone 1 MG/ML Oral Suspension [Motilium]	104868	
55.422	42482497	Urokinase Injection	OMOP418717	BROAD
55.423	40177826	amiloride hydrochloride 5 MG / hydrochlorothiazide 50 MG Oral Tablet	977883	EXACT
55.478	19020053	acetaminophen 500 MG Oral Tablet	198440	
55.529	1314006	atenolol 100 MG Oral Tablet	197379	
55.548	43765052	lauromacrogols Injectable Solution	OMOP949039	BROAD
55.549	43765052	lauromacrogols Injectable Solution	OMOP949039	BROAD
55.550	43765052	lauromacrogols Injectable Solution	OMOP949039	BROAD
55.576	19080061	haloperidol 10 MG Oral Tablet	314035	EXACT
55.577	42628951	ifosfamide 1000 MG Injection	1791593	EXACT
55.636	19025147	minoxidil 10 MG Oral Tablet [Loniten]	201350	EXACT
55.690	19007740	mianserin 30 MG Oral Tablet	199774	
55.706	42800993	maprotiline hydrochloride 75 MG Oral Tablet [Ludiomil]	1298872	EXACT
55.728	19022174	bezafibrate 200 MG Oral Tablet	199700	
55.730	19074847	cefadroxil 500 MG Oral Capsule	309049	EXACT
55.741	40066620	oxymetazoline Nasal Spray	374488	BROAD
55.746	40164500	clobetasol propionate 0.0005 MG/MG	861433	BROAD
55.751	19030353	bromazepam	1749	BROAD
55.797	19003519	xipamide 20 MG Oral Tablet	104214	EXACT
55.808	1594709	timolol 5 MG/ML Ophthalmic Solution	1923430	EXACT
55.876	1594709	timolol 5 MG/ML Ophthalmic Solution	1923430	
55.906	19014234	alfacalcidol 0.002 MG/ML Oral Solution	389237	EXACT
55.938	1340161	captopril 25 MG Oral Tablet	317173	EXACT
55.939	19074673	captopril 50 MG Oral Tablet	308964	EXACT
55.960	40174825	hydralazine hydrochloride 50 MG Oral Tablet	905395	EXACT
55.961	40174811	hydralazine hydrochloride 25 MG Oral Tablet	905225	EXACT
55.962	40228494	miconazole nitrate 20 MG/ML [Daktarin]	1036828	EXACT
55.973	19040280	calcitriol 0.00025 MG Oral Capsule [Rocaltrol]	209006	
55.974	19040301	calcitriol 0.0005 MG Oral Capsule [Rocaltrol]	209007	EXACT
55.989	19096535	ethinyl estradiol 0.03 MG / levonorgestrel 0.125 MG Oral Tablet	348804	EXACT
55.994	19077183	ethinyl estradiol 0.03 MG / levonorgestrel 0.05 MG Oral Tablet	310230	EXACT
55102	19019113	lorazepam 1 MG Oral Tablet	197901	EXACT
55237	1594707	timolol 2.5 MG/ML Ophthalmic Solution	1923428	
55285	19133622	diltiazem hydrochloride 60 MG Oral Tablet	831103	EXACT
55295	19042779	triflusal 300 MG Oral Capsule	252178	EXACT
55296	19004934	betahistine 8 MG Oral Tablet	104865	
55317	40184729	loperamide hydrochloride 2 MG Oral Capsule [Imodium]	978009	EXACT
55398	1800837	cloxacillin 500 MG Oral Capsule	197534	EXACT
55437	19063962	molsidomine 2 MG Oral Tablet	250904	EXACT
55454	40031956	dopamine Injectable Solution	377100	BROAD
55538	40165138	propafenone hydrochloride 150 MG Oral Tablet	861424	EXACT
55541	40165148	propafenone hydrochloride 300 MG Oral Tablet	861430	EXACT
55580	1511451	danazol 200 MG Oral Capsule	197555	EXACT
55689	790253	clorazepate	2353	BROAD
55835	36272051	Penicillin G Intramuscular Solution	OMOP3122926	BROAD
55866	789721	carbidopa 25 MG / levodopa 100 MG Oral Tablet [Sinemet]	724598	
56.108	19007339	etoposide 100 MG Oral Capsule [Vepesid]	105593	EXACT
56.129	19055186	flunarizine 5 MG Oral Capsule	247659	EXACT
56.132	19077438	fluorometholone 1 MG/ML Ophthalmic Suspension	310377	EXACT
56.156	19105640	ambroxol 3 MG/ML Oral Suspension	421910	EXACT
56.172	42629343	doxorubicin Injection	1790094	BROAD
56.177	988095	ursodeoxycholate	62427	BROAD
56.232	19006149	carbamazepine 400 MG Oral Tablet [Tegretol]	105004	
56.245	35602776	phenytoin sodium 50 MG/ML Injection	1670352	EXACT
56.257	19007978	lormetazepam 1 MG Oral Tablet	199763	EXACT
56.267	19008027	naproxen 500 MG Oral Tablet [Naprosyn]	105899	
56.296	19024204	lormetazepam 1 MG Oral Tablet [Noctamid]	200919	EXACT
56.301	1126984	acetaminophen 250 MG Rectal Suppository	249875	
56.342	19137031	ispaghula husk	104129	BROAD
56.357	19105640	ambroxol 3 MG/ML Oral Suspension	421910	EXACT
56.360	19018787	allopurinol 300 MG Oral Tablet	197320	
56.375	40087912	timolol Ophthalmic Solution	374134	BROAD
56.387	19008207	ketoprofen 0.025 MG/MG Topical Gel	105999	EXACT
56.418	21150510	amylmetacresol 0.6 MG / dichlorobenzyl alcohol 1.2 MG Oral Lozenge	OMOP361037	
56.423	1125315	acetaminophen	161	BROAD
56.441	36783904	Glucose Intravenous Solution	OMOP4772189	BROAD
56.463	35605640	cytarabine Injection	1731354	BROAD
56.464	40165082	nicardipine hydrochloride 20 MG Oral Tablet	858994	EXACT
56.465	2910625	Heparin Sodium Injection	OMOP5127377	EXACT
56.488	19007338	etoposide 50 MG Oral Capsule [Vepesid]	105592	
56.530	998415	clobetasol	2590	BROAD
56.543	1388798	leucovorin 15 MG Oral Tablet	197861	EXACT
56.549	40024792	chlorhexidine Topical Solution	371392	BROAD
56.562	40032414	diclofenac Oral Tablet	371798	BROAD
56.573	19019620	benzydamine	1425	BROAD
56.683	40131077	amoxicillin / clavulanate Oral Suspension	617301	BROAD
56.695	1314008	atenolol 50 MG Oral Tablet	197381	EXACT
56.704	19005627	trimetazidine 20 MG Oral Tablet	252323	EXACT
56.755	1000636	clotrimazole 500 MG Vaginal Insert	197532	EXACT
56.779	1703687	acyclovir	281	BROAD
56.780	1703869	acyclovir 50 MG/ML Topical Cream [Zovirax]	825321	EXACT
56.799	19010556	cyclosporine, modified 100 MG/ML Oral Solution	835886	
56.800	35606029	cyclosporine 50 MG/ML Injection	1732368	EXACT
56.817	19063317	acetaminophen 24 MG/ML Oral Suspension	250650	EXACT
56.825	43837245	Clotrimazole 20 MG/ML Topical Cream	OMOP947014	EXACT
56.826	1000632	clotrimazole	2623	BROAD
56.858	40015181	buprenorphine Sublingual Tablet	371161	BROAD
56.864	19103835	fenofibrate 250 MG Extended Release Oral Capsule	411855	
56.867	46276140	factor VIII, human 1 UNT / von Willebrand factor, human 1 UNT Injection	1661332	
56.868	1830564	factor VIII 66.7 UNT/ML / von Willebrand factor 160 UNT/ML Injection	OMOP5155817	EXACT
56.943	1383851	isosorbide mononitrate 20 MG Oral Tablet	311197	EXACT
56.944	19100679	isosorbide mononitrate 40 MG Oral Tablet	381054	EXACT
56.945	19100679	isosorbide mononitrate 40 MG Oral Tablet	381054	EXACT
56.946	1383851	isosorbide mononitrate 20 MG Oral Tablet	311197	EXACT
56.981	1331313	dipyridamole 100 MG Oral Tablet	199314	EXACT
56.989	35605511	metoprolol tartrate 1 MG/ML Injection	1740913	EXACT
56025	781062	alprazolam 1 MG Oral Tablet	197321	
56026	19072934	alprazolam 0.5 MG Oral Tablet	308048	
56027	781040	alprazolam 0.25 MG Oral Tablet [Xanax]	141927	EXACT
56094	19081147	glucose 500 MG/ML	315790	BROAD
56120	35603360	alprostadil Injection	1668050	BROAD
56203	19104009	acetohydroxamic acid 250 MG Oral Capsule	412171	EXACT
56204	19104010	acetohydroxamic acid 125 MG Oral Capsule	412172	EXACT
56234	19000954	ketazolam 30 MG Oral Capsule	102536	EXACT
56235	19000953	ketazolam 15 MG Oral Capsule	102535	EXACT
56255	1511682	danazol 50 MG Oral Capsule	197556	EXACT
56256	1511450	danazol 100 MG Oral Capsule	197554	EXACT
56259	19000953	ketazolam 15 MG Oral Capsule	102535	EXACT
56260	19000954	ketazolam 30 MG Oral Capsule	102536	EXACT
56293	19007978	lormetazepam 1 MG Oral Tablet	199763	EXACT
56305	40165082	nicardipine hydrochloride 20 MG Oral Tablet	858994	EXACT
56417	21150510	amylmetacresol 0.6 MG / dichlorobenzyl alcohol 1.2 MG Oral Lozenge	OMOP361037	
56523	40184729	loperamide hydrochloride 2 MG Oral Capsule [Imodium]	978009	EXACT
56538	19088169	ambroxol 3 MG/ML Oral Solution	246141	EXACT
56706	19058045	desogestrel 0.15 MG / ethinyl estradiol 0.03 MG Oral Tablet	240707	
56749	1729720	penicillin V	7984	BROAD
56884	950098	ciclopirox	21090	BROAD
56941	950098	ciclopirox	21090	BROAD
56970	1703869	acyclovir 50 MG/ML Topical Cream [Zovirax]	825321	EXACT
56990	950098	ciclopirox	21090	BROAD
56993	19050835	clobazam 20 MG Oral Tablet	246172	EXACT
57.050	906116	tropicamide 10 MG/ML Ophthalmic Solution	314238	EXACT
57.109	40225949	bupivacaine hydrochloride 2.5 MG/ML Injectable Solution	1012396	EXACT
57.150	19022958	bezafibrate 400 MG Extended Release Oral Tablet	199823	EXACT
57.152	1115129	naproxen sodium 550 MG Oral Tablet	849431	EXACT
57.159	1750087	povidone-iodine	8611	BROAD
57.174	43013597	dextromethorphan hydrobromide 2 MG/ML Oral Solution	1370216	EXACT
57.201	35605875	epirubicin Injection	1732171	BROAD
57.202	40162346	diclofenac sodium 50 MG Delayed Release Oral Tablet	855906	EXACT
57.203	40162328	diclofenac sodium 100 MG Rectal Suppository	857696	
57.210	40184729	loperamide hydrochloride 2 MG Oral Capsule [Imodium]	978009	EXACT
57.233	40174739	fluvoxamine maleate 50 MG Oral Tablet	903891	EXACT
57.241	46275601	40 ML methotrexate 25 MG/ML Injection	1655956	EXACT
57.261	918634	benzoyl peroxide 0.1 MG/MG Topical Gel	486131	EXACT
57.273	41272279	Iopamidol 612 MG/ML Injectable Solution	OMOP2470241	
57.303	19037591	bifonazole 10 MG/ML Topical Cream	199434	EXACT
57.311	19063581	caffeine 300 MG Extended Release Oral Capsule	250737	EXACT
57.335	40173645	atracurium besylate 10 MG/ML Injectable Solution [Tracrium]	966770	
57.353	918634	benzoyl peroxide 0.1 MG/MG Topical Gel	486131	EXACT
57.356	2058184	antithrombin III 50 IU/ML Injectable Solution	OMOP4959122	BROAD
57.357	2058184	antithrombin III 50 IU/ML Injectable Solution	OMOP4959122	BROAD
57.358	40221073	nitroglycerin Transdermal System	1805880	EXACT
57.359	40221073	nitroglycerin Transdermal System	1805880	EXACT
57.371	19074137	benzoyl peroxide 0.05 MG/MG Topical Gel	308694	EXACT
57.391	43258677	Barium Sulfate Oral Solution	OMOP572676	BROAD
57.397	1314006	atenolol 100 MG Oral Tablet	197379	
57.455	19041171	nicotine 2 MG Chewing Gum [Nicorette]	209326	EXACT
57.463	964780	betamethasone 0.0005 MG/MG / salicylic acid 0.03 MG/MG Topical Ointment	247451	EXACT
57.486	19006864	zidovudine 250 MG Oral Capsule	105331	EXACT
57.542	40162878	bisoprolol fumarate 5 MG Oral Tablet	854905	EXACT
57.543	40162867	bisoprolol fumarate 10 MG Oral Tablet	854901	EXACT
57.568	40163075	clomipramine hydrochloride 75 MG Extended Release Oral Tablet	857326	EXACT
57.593	19036659	tobramycin 0.003 MG/MG Ophthalmic Ointment [Tobrex]	207850	EXACT
57.594	19036655	tobramycin 3 MG/ML Ophthalmic Solution [Tobrex]	207846	EXACT
57.595	19026476	ketoconazole 20 MG/ML Topical Cream	203088	EXACT
57.597	1309098	minoxidil 20 MG/ML Topical Solution	311723	EXACT
57.606	19077438	fluorometholone 1 MG/ML Ophthalmic Suspension	310377	EXACT
57.623	43013597	dextromethorphan hydrobromide 2 MG/ML Oral Solution	1370216	EXACT
57.654	40162878	bisoprolol fumarate 5 MG Oral Tablet	854905	EXACT
57.655	40162867	bisoprolol fumarate 10 MG Oral Tablet	854901	EXACT
57.684	19026476	ketoconazole 20 MG/ML Topical Cream	203088	EXACT
57.736	19006314	nicotine 4 MG Chewing Gum [Nicorette]	105071	EXACT
57.787	40165789	enalapril maleate 5 MG Oral Tablet	858813	EXACT
57.788	40165774	enalapril maleate 20 MG Oral Tablet [Renitec]	858845	EXACT
57.789	40165774	enalapril maleate 20 MG Oral Tablet [Renitec]	858845	EXACT
57.790	40165789	enalapril maleate 5 MG Oral Tablet	858813	EXACT
57.816	19018083	deflazacort 30 MG Oral Tablet	153880	EXACT
57.817	19016866	deflazacort 6 MG Oral Tablet	153098	EXACT
57.819	19111643	prednisone 30 MG	451143	EXACT
57.864	1560556	glucose 500 MG/ML Injectable Solution	237653	
57.872	40165774	enalapril maleate 20 MG Oral Tablet [Renitec]	858845	EXACT
57.873	40165789	enalapril maleate 5 MG Oral Tablet	858813	EXACT
57011	19007455	buserelin 1 MG/ML Injectable Solution [Suprefact]	105627	EXACT
57131	1126750	acetaminophen 100 MG/ML Oral Solution	238159	EXACT
57185	40166449	oxybutynin chloride 5 MG Oral Tablet [Ditropan]	863665	EXACT
57272	19081226	iopamidol 760 MG/ML	328359	EXACT
57408	19042140	mitoxantrone 2 MG/ML [Novantrone]	564114	EXACT
57417	1713332	amoxicillin	723	BROAD
57514	40169044	flecainide acetate 10 MG/ML Injectable Solution	886676	
57532	40169047	flecainide acetate 100 MG Oral Tablet [Tambocor]	886668	EXACT
57592	40162328	diclofenac sodium 100 MG Rectal Suppository	857696	
57652	19020053	acetaminophen 500 MG Oral Tablet	198440	
57726	19003394	mesalamine 400 MG Delayed Release Oral Tablet [Asacol]	104112	EXACT
57768	40165789	enalapril maleate 5 MG Oral Tablet	858813	EXACT
57773	40165774	enalapril maleate 20 MG Oral Tablet [Renitec]	858845	EXACT
57879	19045906	povidone-iodine 100 MG/ML Topical Solution [Betadine]	211108	EXACT
57896	19103501	cystine 500 MG Oral Capsule	410698	EXACT
57897	19006051	morphine sulfate 30 MG Extended Release Oral Tablet [MST Continus]	104937	EXACT
57898	19006029	morphine sulfate 10 MG Extended Release Oral Tablet [MST Continus]	104935	EXACT
57899	19006052	morphine sulfate 60 MG Extended Release Oral Tablet [MST Continus]	104938	EXACT
57900	19006053	morphine sulfate 100 MG Extended Release Oral Tablet [MST Continus]	104940	EXACT
57915	40184729	loperamide hydrochloride 2 MG Oral Capsule [Imodium]	978009	EXACT
58.000	19004474	diazepam 4 MG/ML Enema [Stesolid]	104705	EXACT
58.001	19004473	diazepam 2 MG/ML Enema [Stesolid]	104704	EXACT
58.016	19002489	fusidate 20 MG/ML Topical Cream [Fucidin]	103574	EXACT
58.074	1319136	nimodipine 30 MG Oral Tablet	199783	
58.075	1319135	nimodipine 0.2 MG/ML Injectable Solution	199491	EXACT
58.101	19060674	mesalamine 500 MG Delayed Release Oral Tablet	247054	EXACT
58.113	40166524	selegiline hydrochloride 5 MG Oral Tablet [Eldepryl]	865217	EXACT
58.117	40165774	enalapril maleate 20 MG Oral Tablet [Renitec]	858845	EXACT
58.118	19039284	triazolam 0.125 MG Oral Tablet [Halcion]	208678	EXACT
58.156	19020053	acetaminophen 500 MG Oral Tablet	198440	
58.157	19105666	acetaminophen 30 MG/ML Oral Solution	421996	EXACT
58.172	19020063	nitrendipine 20 MG Oral Tablet	249387	EXACT
58.212	40174725	fluvoxamine maleate 100 MG Oral Tablet	903884	EXACT
58.229	19039263	brotizolam 0.25 MG Oral Tablet	246591	
58.230	19074847	cefadroxil 500 MG Oral Capsule	309049	EXACT
58.263	40097616	bismuth oxide Oral Tablet	437975	BROAD
58.266	19077574	ganciclovir 500 MG Injection	310442	EXACT
58.266	19077574	ganciclovir 500 MG Injection	310442	
58.281	42922215	1.5 ML Tuberculin 0.0004 MG/ML Injectable Solution [Tuberculin PPD RT]	OMOP4649031	EXACT
58.305	19006516	cefuroxime 250 MG Oral Tablet [Zinnat]	105186	EXACT
58.308	40162321	diclofenac sodium 1 MG/ML Ophthalmic Solution	854801	
58.309	19075002	cefuroxime 500 MG Oral Tablet	309098	
58.331	1309098	minoxidil 20 MG/ML Topical Solution	311723	EXACT
58.343	19080061	haloperidol 10 MG Oral Tablet	314035	EXACT
58.345	35603244	haloperidol 5 MG/ML Injection [Haldol]	1719670	EXACT
58.355	766530	haloperidol 2 MG/ML Oral Solution	141935	
58.357	19064800	ebastine 10 MG Oral Tablet	252036	EXACT
58.377	19003320	omeprazole 20 MG Delayed Release Oral Capsule [Losec]	104099	
58.382	19019418	omeprazole 20 MG Delayed Release Oral Capsule	198051	
58.403	1150926	misoprostol 0.2 MG Oral Tablet	317128	EXACT
58.406	1797516	ciprofloxacin 750 MG Oral Tablet	197512	EXACT
58.407	1797515	ciprofloxacin 250 MG Oral Tablet	197511	
58.408	19075380	ciprofloxacin 500 MG Oral Tablet	309309	
58.428	19019418	omeprazole 20 MG Delayed Release Oral Capsule	198051	
58.435	40162325	diclofenac sodium 100 MG Extended Release Oral Capsule	857690	EXACT
58.437	19026476	ketoconazole 20 MG/ML Topical Cream	203088	EXACT
58.466	19019418	omeprazole 20 MG Delayed Release Oral Capsule	198051	
58.471	19105640	ambroxol 3 MG/ML Oral Suspension	421910	EXACT
58.472	19077241	famotidine 20 MG Oral Tablet	310273	EXACT
58.473	953113	famotidine 40 MG Oral Tablet	284245	EXACT
58.476	19037591	bifonazole 10 MG/ML Topical Cream	199434	EXACT
58.481	40228216	cetirizine hydrochloride 10 MG Oral Tablet [Zyrtec]	1020026	EXACT
58.483	1328555	diltiazem hydrochloride 120 MG Extended Release Oral Tablet	831117	EXACT
58.499	40228216	cetirizine hydrochloride 10 MG Oral Tablet [Zyrtec]	1020026	EXACT
58.501	19024449	sulfamethoxazole 800 MG / trimethoprim 160 MG Oral Tablet [Septrin]	201031	EXACT
58.518	1107882	loratadine 10 MG Oral Tablet	311372	
58.536	42902436	dalteparin sodium 12500 UNT/ML Prefilled Syringe [Fragmin]	1359549	EXACT
58.537	42902777	dalteparin sodium 25000 UNT/ML Prefilled Syringe [Fragmin]	1359890	EXACT
58.554	1107882	loratadine 10 MG Oral Tablet	311372	
58.555	1107882	loratadine 10 MG Oral Tablet	311372	
58.603	19007549	goserelin 3.6 MG Drug Implant [Zoladex]	105641	
58.635	1383870	isosorbide mononitrate 40 MG Extended Release Oral Tablet	358386	EXACT
58.636	19003853	perindopril erbumine 4 MG Oral Tablet [Coversyl]	104382	EXACT
58.654	19016866	deflazacort 6 MG Oral Tablet	153098	EXACT
58.655	19018083	deflazacort 30 MG Oral Tablet	153880	EXACT
58.658	40239109	doxylamine succinate 25 MG Oral Tablet	1101446	BROAD
58.665	19008188	tenoxicam 20 MG Oral Tablet	105954	EXACT
58.689	19008004	lormetazepam 2 MG Oral Tablet	252123	EXACT
58.691	2910625	Heparin Sodium Injection	OMOP5127377	EXACT
58.708	19008208	piroxicam 0.005 MG/MG Topical Gel	106002	EXACT
58.757	19019116	lovastatin 20 MG Oral Tablet	197904	EXACT
58.765	19006861	fluconazole 50 MG Oral Capsule [Diflucan]	105327	
58.766	19006862	fluconazole 150 MG Oral Capsule [Diflucan]	105328	
58.782	997954	clindamycin 10 MG/ML	343113	BROAD
58.783	997899	clindamycin 300 MG Oral Capsule	284215	
58.785	40168828	propofol lipid emulsion 10 MG/ML Injectable Suspension [Propoven]	884675	EXACT
58.787	19019418	omeprazole 20 MG Delayed Release Oral Capsule	198051	
58.791	1112807	aspirin	1191	EXACT
58.803	19025903	fluconazole 200 MG Oral Capsule [Diflucan]	201898	
58.804	19022584	fluconazole 100 MG Oral Capsule	199950	
58.819	19103316	cefixime 200 MG Oral Capsule	410018	EXACT
58.828	19036337	calcium carbonate 1250 MG Chewable Tablet	359297	EXACT
58.832	19030099	gemfibrozil 600 MG Oral Tablet [Lopid]	205751	EXACT
58.839	19030099	gemfibrozil 600 MG Oral Tablet [Lopid]	205751	EXACT
58.860	1363053	doxazosin	49276	BROAD
58.861	1363053	doxazosin	49276	BROAD
58.868	19002487	mupirocin 0.02 MG/MG Topical Ointment [Bactroban]	103570	
58.899	19008004	lormetazepam 2 MG Oral Tablet	252123	EXACT
58.900	42707728	benzydamine hydrochloride 1.5 MG/ML Mouthwash	1236077	EXACT
58.902	36783904	Glucose Intravenous Solution	OMOP4772189	BROAD
58.903	42729903	Glucose 56.5 MG/ML Injectable Solution	OMOP2738452	EXACT
58.935	19010309	water	11295	BROAD
58.976	40164852	ketorolac tromethamine 30 MG/ML Injectable Solution [Toradol]	860098	EXACT
58.987	19008723	mupirocin 0.02 MG/MG Topical Ointment	106346	
58.994	19060033	acenocoumarol 1 MG Oral Tablet	246018	EXACT
58036	40024792	chlorhexidine Topical Solution	371392	BROAD
